,Tipo de recurso,Cantidad,Producto
1662,13,62,34
1663,14,24,34
1664,15,86,34
1665,16,51,34
1666,17,28,34
1667,18,59,34
1668,19,8,34
1669,20,61,34
1670,21,34,34
1671,22,84,34
1672,23,75,34
1673,24,28,34
1674,25,43,34
1675,26,25,34
1676,27,90,34
1677,28,6,34
1678,29,10,34
1679,30,16,34
1680,31,94,34
1681,32,97,34
1682,33,85,34
1683,34,83,34
1684,35,54,34
1685,36,5,34
1686,37,69,34
1687,38,54,34
1688,39,89,34
1689,40,22,34
1690,41,79,34
1691,42,92,34
1692,43,64,34
1693,44,57,34
1694,45,64,34
1695,46,29,34
1696,47,13,34
1697,48,37,34
1698,49,37,34
1699,50,18,34
1700,1,91,35
1701,2,74,35
1702,3,4,35
1703,4,2,35
1704,5,2,35
1705,6,69,35
1706,7,75,35
1707,8,16,35
1708,9,1,35
1709,10,64,35
1710,11,75,35
1711,12,76,35
1712,13,90,35
1713,14,91,35
1714,15,75,35
1715,16,14,35
1716,17,67,35
1717,18,29,35
1718,19,60,35
1719,20,92,35
1720,21,60,35
1721,22,63,35
1722,23,27,35
1723,24,0,35
1724,25,1,35
1725,26,73,35
1726,27,54,35
1727,28,99,35
1728,29,61,35
1729,30,91,35
1730,31,11,35
1731,32,16,35
1732,33,53,35
1733,34,94,35
1734,35,39,35
1735,36,33,35
1736,37,75,35
1737,38,73,35
1738,39,55,35
1739,40,67,35
1740,41,68,35
1741,42,66,35
1742,43,89,35
1743,44,56,35
1744,45,46,35
1745,46,51,35
1746,47,66,35
1747,48,26,35
1748,49,75,35
1749,50,42,35
1750,1,6,36
1751,2,58,36
1752,3,28,36
1753,4,88,36
1754,5,32,36
1755,6,70,36
1756,7,70,36
1757,8,30,36
1758,9,54,36
1759,10,15,36
1760,11,75,36
1761,12,65,36
1762,13,29,36
1763,14,7,36
1764,15,29,36
1765,16,27,36
1766,17,3,36
1767,18,43,36
1768,19,63,36
1769,20,85,36
1770,21,9,36
1771,22,81,36
1772,23,76,36
1773,24,22,36
1774,25,54,36
1775,26,43,36
1776,27,63,36
1777,28,89,36
1778,29,36,36
1779,30,41,36
1780,31,20,36
1781,32,84,36
1782,33,84,36
1783,34,9,36
1784,35,10,36
1785,36,15,36
1786,37,73,36
1787,38,65,36
1788,39,86,36
1789,40,70,36
1790,41,36,36
1791,42,61,36
1792,43,65,36
1793,44,67,36
1794,45,33,36
1795,46,99,36
1796,47,60,36
1797,48,41,36
1798,49,94,36
1799,50,51,36
1800,1,34,37
1801,2,10,37
1802,3,1,37
1803,4,19,37
1804,5,7,37
1805,6,10,37
1806,7,7,37
1807,8,33,37
1808,9,39,37
1809,10,20,37
1810,11,46,37
1811,12,48,37
1812,13,4,37
1813,14,7,37
1814,15,69,37
1815,16,35,37
1816,17,11,37
1817,18,93,37
1818,19,54,37
1819,20,16,37
1820,21,93,37
1821,22,56,37
1822,23,56,37
1823,24,48,37
1824,25,51,37
1825,26,79,37
1826,27,92,37
1827,28,59,37
1828,29,38,37
1829,30,55,37
1830,31,74,37
1831,32,62,37
1832,33,83,37
1833,34,73,37
1834,35,22,37
1835,36,79,37
1836,37,55,37
1837,38,24,37
1838,39,35,37
1839,40,53,37
1840,41,11,37
1841,42,33,37
1842,43,41,37
1843,44,67,37
1844,45,53,37
1845,46,68,37
1846,47,9,37
1847,48,31,37
1848,49,65,37
1849,50,50,37
1850,1,28,38
1851,2,47,38
1852,3,8,38
1853,4,38,38
1854,5,0,38
1855,6,89,38
1856,7,55,38
1857,8,98,38
1858,9,70,38
1859,10,12,38
1860,11,91,38
1861,12,48,38
1862,13,60,38
1863,14,57,38
1864,15,21,38
1865,16,86,38
1866,17,88,38
1867,18,60,38
1868,19,9,38
1869,20,77,38
1870,21,54,38
1871,22,19,38
1872,23,14,38
1873,24,83,38
1874,25,9,38
1875,26,20,38
1876,27,49,38
1877,28,34,38
1878,29,96,38
1879,30,97,38
1880,31,73,38
1881,32,70,38
1882,33,16,38
1883,34,87,38
1884,35,55,38
1885,36,54,38
1886,37,53,38
1887,38,13,38
1888,39,31,38
1889,40,51,38
1890,41,18,38
1891,42,53,38
1892,43,6,38
1893,44,29,38
1894,45,82,38
1895,46,93,38
1896,47,51,38
1897,48,88,38
1898,49,29,38
1899,50,56,38
1900,1,18,39
1901,2,21,39
1902,3,81,39
1903,4,81,39
1904,5,60,39
1905,6,93,39
1906,7,74,39
1907,8,83,39
1908,9,78,39
1909,10,91,39
1910,11,35,39
1911,12,46,39
1912,13,23,39
1913,14,34,39
1914,15,10,39
1915,16,81,39
1916,17,21,39
1917,18,89,39
1918,19,45,39
1919,20,69,39
1920,21,74,39
1921,22,50,39
1922,23,45,39
1923,24,85,39
1924,25,92,39
1925,26,79,39
1926,27,82,39
1927,28,17,39
1928,29,28,39
1929,30,48,39
1930,31,21,39
1931,32,96,39
1932,33,44,39
1933,34,7,39
1934,35,58,39
1935,36,36,39
1936,37,13,39
1937,38,97,39
1938,39,78,39
1939,40,1,39
1940,41,11,39
1941,42,33,39
1942,43,16,39
1943,44,35,39
1944,45,77,39
1945,46,71,39
1946,47,64,39
1947,48,52,39
1948,49,81,39
1949,50,30,39
1950,1,19,40
1951,2,55,40
1952,3,40,40
1953,4,87,40
1954,5,96,40
1955,6,59,40
1956,7,67,40
1957,8,68,40
1958,9,88,40
1959,10,74,40
1960,11,65,40
1961,12,65,40
1962,13,18,40
1963,14,26,40
1964,15,21,40
1965,16,40,40
1966,17,91,40
1967,18,40,40
1968,19,6,40
1969,20,94,40
1970,21,49,40
1971,22,62,40
1972,23,58,40
1973,24,97,40
1974,25,87,40
1975,26,48,40
1976,27,37,40
1977,28,66,40
1978,29,47,40
1979,30,46,40
1980,31,74,40
1981,32,94,40
1982,33,86,40
1983,34,88,40
1984,35,98,40
1985,36,73,40
1986,37,69,40
1987,38,71,40
1988,39,63,40
1989,40,49,40
1990,41,28,40
1991,42,93,40
1992,43,3,40
1993,44,62,40
1994,45,33,40
1995,46,78,40
1996,47,41,40
1997,48,20,40
1998,49,78,40
1999,50,76,40
2000,1,19,41
2001,2,86,41
2002,3,37,41
2003,4,27,41
2004,5,66,41
2005,6,25,41
2006,7,79,41
2007,8,36,41
2008,9,7,41
2009,10,24,41
2010,11,78,41
2011,12,60,41
2012,13,1,41
2013,14,74,41
2014,15,38,41
2015,16,75,41
2016,17,1,41
2017,18,19,41
2018,19,48,41
2019,20,75,41
2020,21,97,41
2021,22,17,41
2022,23,55,41
2023,24,84,41
2024,25,31,41
2025,26,9,41
2026,27,86,41
2027,28,75,41
2028,29,7,41
2029,30,61,41
2030,31,50,41
2031,32,17,41
2032,33,95,41
2033,34,97,41
2034,35,58,41
2035,36,33,41
2036,37,22,41
2037,38,53,41
2038,39,79,41
2039,40,11,41
2040,41,25,41
2041,42,63,41
2042,43,50,41
2043,44,69,41
2044,45,62,41
2045,46,91,41
2046,47,62,41
2047,48,97,41
2048,49,59,41
2049,50,14,41
2050,1,67,42
2051,2,20,42
2052,3,7,42
2053,4,31,42
2054,5,25,42
2055,6,59,42
2056,7,34,42
2057,8,89,42
2058,9,31,42
2059,10,44,42
2060,11,27,42
2061,12,83,42
2062,13,67,42
2063,14,19,42
2064,15,48,42
2065,16,67,42
2066,17,27,42
2067,18,10,42
2068,19,87,42
2069,20,49,42
2070,21,76,42
2071,22,42,42
2072,23,36,42
2073,24,9,42
2074,25,33,42
2075,26,73,42
2076,27,90,42
2077,28,62,42
2078,29,76,42
2079,30,1,42
2080,31,27,42
2081,32,21,42
2082,33,76,42
2083,34,58,42
2084,35,91,42
2085,36,14,42
2086,37,24,42
2087,38,0,42
2088,39,50,42
2089,40,72,42
2090,41,34,42
2091,42,68,42
2092,43,76,42
2093,44,50,42
2094,45,42,42
2095,46,50,42
2096,47,91,42
2097,48,39,42
2098,49,75,42
2099,50,29,42
2100,1,90,43
2101,2,57,43
2102,3,95,43
2103,4,54,43
2104,5,47,43
2105,6,37,43
2106,7,14,43
2107,8,81,43
2108,9,77,43
2109,10,64,43
2110,11,95,43
2111,12,63,43
2112,13,74,43
2113,14,51,43
2114,15,77,43
2115,16,10,43
2116,17,99,43
2117,18,28,43
2118,19,55,43
2119,20,27,43
2120,21,91,43
2121,22,26,43
2122,23,59,43
2123,24,32,43
2124,25,49,43
2125,26,26,43
2126,27,53,43
2127,28,43,43
2128,29,28,43
2129,30,77,43
2130,31,75,43
2131,32,24,43
2132,33,20,43
2133,34,69,43
2134,35,14,43
2135,36,57,43
2136,37,56,43
2137,38,8,43
2138,39,31,43
2139,40,79,43
2140,41,38,43
2141,42,71,43
2142,43,41,43
2143,44,20,43
2144,45,65,43
2145,46,31,43
2146,47,66,43
2147,48,42,43
2148,49,13,43
2149,50,24,43
2150,1,84,44
2151,2,53,44
2152,3,63,44
2153,4,5,44
2154,5,64,44
2155,6,57,44
2156,7,56,44
2157,8,32,44
2158,9,81,44
2159,10,38,44
2160,11,4,44
2161,12,98,44
2162,13,11,44
2163,14,51,44
2164,15,78,44
2165,16,41,44
2166,17,68,44
2167,18,79,44
2168,19,86,44
2169,20,29,44
2170,21,36,44
2171,22,78,44
2172,23,36,44
2173,24,8,44
2174,25,93,44
2175,26,15,44
2176,27,68,44
2177,28,25,44
2178,29,7,44
2179,30,11,44
2180,31,37,44
2181,32,72,44
2182,33,12,44
2183,34,20,44
2184,35,67,44
2185,36,93,44
2186,37,93,44
2187,38,60,44
2188,39,58,44
2189,40,32,44
2190,41,98,44
2191,42,44,44
2192,43,65,44
2193,44,46,44
2194,45,87,44
2195,46,47,44
2196,47,63,44
2197,48,73,44
2198,49,55,44
2199,50,52,44
2200,1,65,45
2201,2,93,45
2202,3,98,45
2203,4,15,45
2204,5,7,45
2205,6,93,45
2206,7,36,45
2207,8,87,45
2208,9,75,45
2209,10,82,45
2210,11,52,45
2211,12,14,45
2212,13,60,45
2213,14,8,45
2214,15,88,45
2215,16,65,45
2216,17,26,45
2217,18,11,45
2218,19,48,45
2219,20,44,45
2220,21,84,45
2221,22,45,45
2222,23,10,45
2223,24,84,45
2224,25,13,45
2225,26,43,45
2226,27,18,45
2227,28,2,45
2228,29,88,45
2229,30,83,45
2230,31,6,45
2231,32,94,45
2232,33,89,45
2233,34,0,45
2234,35,75,45
2235,36,65,45
2236,37,90,45
2237,38,23,45
2238,39,52,45
2239,40,95,45
2240,41,65,45
2241,42,31,45
2242,43,0,45
2243,44,24,45
2244,45,63,45
2245,46,49,45
2246,47,25,45
2247,48,76,45
2248,49,4,45
2249,50,8,45
2250,1,57,46
2251,2,9,46
2252,3,86,46
2253,4,10,46
2254,5,48,46
2255,6,33,46
2256,7,38,46
2257,8,80,46
2258,9,18,46
2259,10,5,46
2260,11,87,46
2261,12,98,46
2262,13,0,46
2263,14,46,46
2264,15,62,46
2265,16,17,46
2266,17,15,46
2267,18,15,46
2268,19,85,46
2269,20,48,46
2270,21,9,46
2271,22,58,46
2272,23,20,46
2273,24,82,46
2274,25,91,46
2275,26,8,46
2276,27,6,46
2277,28,92,46
2278,29,16,46
2279,30,89,46
2280,31,38,46
2281,32,81,46
2282,33,51,46
2283,34,61,46
2284,35,43,46
2285,36,40,46
2286,37,6,46
2287,38,3,46
2288,39,74,46
2289,40,89,46
2290,41,43,46
2291,42,37,46
2292,43,43,46
2293,44,68,46
2294,45,19,46
2295,46,23,46
2296,47,81,46
2297,48,1,46
2298,49,55,46
2299,50,82,46
2300,1,77,47
2301,2,38,47
2302,3,34,47
2303,4,37,47
2304,5,41,47
2305,6,67,47
2306,7,28,47
2307,8,40,47
2308,9,53,47
2309,10,18,47
2310,11,98,47
2311,12,7,47
2312,13,37,47
2313,14,24,47
2314,15,10,47
2315,16,41,47
2316,17,24,47
2317,18,43,47
2318,19,73,47
2319,20,38,47
2320,21,38,47
2321,22,28,47
2322,23,98,47
2323,24,58,47
2324,25,86,47
2325,26,78,47
2326,27,56,47
2327,28,24,47
2328,29,2,47
2329,30,46,47
2330,31,1,47
2331,32,4,47
2332,33,91,47
2333,34,50,47
2334,35,4,47
2335,36,73,47
2336,37,93,47
2337,38,77,47
2338,39,23,47
2339,40,24,47
2340,41,86,47
2341,42,50,47
2342,43,42,47
2343,44,26,47
2344,45,51,47
2345,46,2,47
2346,47,72,47
2347,48,41,47
2348,49,38,47
2349,50,8,47
2350,1,69,48
2351,2,79,48
2352,3,33,48
2353,4,20,48
2354,5,54,48
2355,6,21,48
2356,7,77,48
2357,8,40,48
2358,9,7,48
2359,10,0,48
2360,11,40,48
2361,12,47,48
2362,13,76,48
2363,14,27,48
2364,15,74,48
2365,16,8,48
2366,17,53,48
2367,18,14,48
2368,19,23,48
2369,20,11,48
2370,21,64,48
2371,22,9,48
2372,23,59,48
2373,24,71,48
2374,25,62,48
2375,26,59,48
2376,27,41,48
2377,28,41,48
2378,29,91,48
2379,30,23,48
2380,31,38,48
2381,32,77,48
2382,33,89,48
2383,34,75,48
2384,35,18,48
2385,36,55,48
2386,37,24,48
2387,38,85,48
2388,39,30,48
2389,40,97,48
2390,41,59,48
2391,42,48,48
2392,43,84,48
2393,44,93,48
2394,45,56,48
2395,46,50,48
2396,47,87,48
2397,48,99,48
2398,49,26,48
2399,50,89,48
2400,1,91,49
2401,2,66,49
2402,3,62,49
2403,4,84,49
2404,5,3,49
2405,6,4,49
2406,7,64,49
2407,8,46,49
2408,9,63,49
2409,10,41,49
2410,11,76,49
2411,12,18,49
2412,13,43,49
2413,14,81,49
2414,15,12,49
2415,16,95,49
2416,17,14,49
2417,18,58,49
2418,19,86,49
2419,20,43,49
2420,21,97,49
2421,22,17,49
2422,23,61,49
2423,24,78,49
2424,25,93,49
2425,26,26,49
2426,27,61,49
2427,28,19,49
2428,29,46,49
2429,30,21,49
2430,31,13,49
2431,32,24,49
2432,33,8,49
2433,34,15,49
2434,35,9,49
2435,36,63,49
2436,37,19,49
2437,38,47,49
2438,39,6,49
2439,40,84,49
2440,41,70,49
2441,42,50,49
2442,43,3,49
2443,44,2,49
2444,45,95,49
2445,46,80,49
2446,47,50,49
2447,48,40,49
2448,49,95,49
2449,50,78,49
2450,1,75,50
2451,2,11,50
2452,3,62,50
2453,4,8,50
2454,5,32,50
2455,6,80,50
2456,7,85,50
2457,8,11,50
2458,9,10,50
2459,10,19,50
2460,11,80,50
2461,12,7,50
2462,13,89,50
2463,14,75,50
2464,15,82,50
2465,16,4,50
2466,17,29,50
2467,18,81,50
2468,19,84,50
2469,20,1,50
2470,21,3,50
2471,22,56,50
2472,23,72,50
2473,24,62,50
2474,25,43,50
2475,26,5,50
2476,27,61,50
2477,28,3,50
2478,29,99,50
2479,30,39,50
2480,31,13,50
2481,32,63,50
2482,33,23,50
2483,34,75,50
2484,35,90,50
2485,36,53,50
2486,37,59,50
2487,38,11,50
2488,39,67,50
2489,40,49,50
2490,41,78,50
2491,42,73,50
2492,43,31,50
2493,44,38,50
2494,45,23,50
2495,46,9,50
2496,47,3,50
2497,48,45,50
2498,49,87,50
2499,50,93,50
